-0.025814, 0.013976, 0.999569, 0.907583, -0.318376, 0.395803

-0.022769, 0.012962, 0.999657, 0.907583, -0.318376, 0.395803

-0.028919, 0.013005, 0.999497, 0.907583, -0.318376, 0.395803

-0.026888, 0.014013, 0.999540, 0.907309, -0.331852, 0.386339

-0.026942, 0.009996, 0.999587, 0.907309, -0.331852, 0.386339

-0.023807, 0.010960, 0.999656, 0.907309, -0.331852, 0.386339

-0.026855, 0.011975, 0.999568, 0.903103, -0.331208, 0.400041

-0.025815, 0.014985, 0.999554, 0.903103, -0.331208, 0.400041

-0.027934, 0.013021, 0.999525, 0.903103, -0.331208, 0.400041

-0.024910, 0.013033, 0.999605, 0.894667, -0.324635, 0.428574

-0.023780, 0.010945, 0.999657, 0.894667, -0.324635, 0.428574

-0.032807, 0.014939, 0.999350, 0.906043, -0.322098, 0.397829

-0.025841, 0.012984, 0.999582, 0.906043, -0.322098, 0.397829

-0.024024, 0.011080, 0.999650, 0.906043, -0.322098, 0.397829

-0.026850, 0.008944, 0.999599, 0.901105, -0.323095, 0.411714

-0.027879, 0.018038, 0.999449, 0.901105, -0.323095, 0.411714

-0.023839, 0.014009, 0.999618, 0.901105, -0.323095, 0.411714

-0.025991, 0.016115, 0.999532, 0.905155, -0.335886, 0.389939

-0.030684, 0.014880, 0.999418, 0.905155, -0.335886, 0.389939

-0.022714, 0.010914, 0.999682, 0.905155, -0.335886, 0.389939

-0.021034, 0.001929, 0.999777, 0.898470, -0.328419, 0.415646

-0.030788, 0.016948, 0.999382, 0.898470, -0.328419, 0.415646

-0.034608, 0.018829, 0.999224, 0.903760, -0.332670, 0.396907

-0.022811, 0.006927, 0.999716, 0.903760, -0.332670, 0.396907

-0.029872, 0.014991, 0.999441, 0.903760, -0.332670, 0.396907

-0.023812, 0.013991, 0.999619, 0.898661, -0.340048, 0.406682

-0.034886, 0.003890, 0.999384, 0.898661, -0.340048, 0.406682

-0.020851, 0.007971, 0.999751, 0.898661, -0.340048, 0.406682

0.010709, 0.006803, 0.999920, 0.911895, -0.328035, 0.374334

-0.035164, 0.010036, 0.999331, 0.911895, -0.328035, 0.374334

-0.060189, 0.038833, 0.997431, 0.911895, -0.328035, 0.374334

-0.009596, -0.004225, 0.999945, 0.899583, -0.328395, 0.412482

-0.017716, 0.012971, 0.999759, 0.899583, -0.328395, 0.412482

-0.006448, -0.001216, 0.999978, 0.892720, -0.345006, 0.420225

-0.026749, 0.062064, 0.997714, 0.892720, -0.345006, 0.420225

-0.018108, 0.056432, 0.998242, 0.892720, -0.345006, 0.420225

-0.025331, -0.012814, 0.999597, 0.914527, -0.293860, 0.390904

-0.012907, 0.060047, 0.998112, 0.914527, -0.293860, 0.390904

-0.053953, 0.073334, 0.995847, 0.914527, -0.293860, 0.390904

-0.084223, 0.036674, 0.995772, 0.907164, -0.303039, 0.407029

-0.081127, 0.049920, 0.995453, 0.907164, -0.303039, 0.407029

-0.155121, 0.037427, 0.987186, 0.907164, -0.303039, 0.407029

-0.195892, 0.055876, 0.979032, 0.935194, -0.268705, 0.338200

-0.206987, 0.066983, 0.976048, 0.935194, -0.268705, 0.338200

-0.114022, 0.139932, 0.983574, 0.961882, -0.208274, 0.266947

-0.147426, 0.074419, 0.986269, 0.961882, -0.208274, 0.266947

-0.233656, 0.073551, 0.969533, 0.961882, -0.208274, 0.266947

-0.255789, 0.116273, 0.959715, 0.981791, -0.156566, 0.183738

-0.368376, 0.178765, 0.912328, 0.981791, -0.156566, 0.183738

-0.280690, 0.128245, 0.951192, 0.981791, -0.156566, 0.183738

-0.474165, 0.218258, 0.852954, 0.989522, -0.116472, 0.148493

-0.400279, 0.169660, 0.900551, 0.989522, -0.116472, 0.148493

-0.493022, 0.204975, 0.845526, 0.989522, -0.116472, 0.148493

-0.548707, 0.366522, 0.751387, 0.999056, -0.043747, 0.042492

-0.575245, 0.191153, 0.795332, 0.999056, -0.043747, 0.042492

-0.612541, 0.471109, 0.634704, 0.996299, -0.035660, -0.033375

-0.638638, 0.321425, 0.699162, 0.987511, 0.022039, -0.127100

-0.508718, 0.376500, 0.774244, 0.987511, 0.022039, -0.127100

-0.763222, 0.380657, 0.522104, 0.936002, 0.111283, -0.326670

-0.776176, 0.401339, 0.486290, 0.936002, 0.111283, -0.326670

-0.734708, 0.472345, 0.486924, 0.936002, 0.111283, -0.326670

-0.826036, 0.458840, 0.327307, 0.855492, 0.163061, -0.494244

-0.824164, 0.480224, 0.300230, 0.855492, 0.163061, -0.494244

-0.794526, 0.510396, 0.328975, 0.855492, 0.163061, -0.494244

-0.773040, 0.580364, 0.256099, 0.784243, 0.225683, -0.599576

-0.798411, 0.544620, 0.256767, 0.784243, 0.225683, -0.599576

-0.763873, 0.614847, 0.196114, 0.721269, 0.274837, -0.673115

-0.704538, 0.709267, 0.023793, 0.721229, 0.275720, -0.673129

-0.810913, 0.578521, 0.087944, 0.721229, 0.275720, -0.673129

-0.718777, 0.690880, 0.077754, 0.603156, 0.382184, -0.775592

-0.704993, 0.705461, 0.072869, 0.603156, 0.382184, -0.775592

-0.655254, 0.752059, 0.071057, 0.603156, 0.382184, -0.775592

-0.692998, 0.694218, 0.194461, 0.561630, 0.436290, -0.799364

-0.729352, 0.655734, 0.195084, 0.561630, 0.436290, -0.799364

-0.721099, 0.571447, 0.391744, 0.561630, 0.436290, -0.799364

-0.605190, 0.606115, 0.516111, 0.640091, 0.420883, -0.735637

-0.734409, 0.520104, 0.436044, 0.640091, 0.420883, -0.735637

-0.557314, 0.509685, 0.655456, 0.796778, 0.387248, -0.552911

-0.666166, 0.440991, 0.601456, 0.796778, 0.387248, -0.552911

-0.669108, 0.362347, 0.648844, 0.796778, 0.387248, -0.552911

-0.590643, 0.294770, 0.751167, 0.920037, 0.195056, -0.363484

-0.586843, 0.274831, 0.761632, 0.920037, 0.195056, -0.363484

-0.588306, 0.204193, 0.782433, 0.920037, 0.195056, -0.363484

-0.613520, 0.106757, 0.782429, 0.973444, 0.001157, -0.187485

-0.529875, 0.143639, 0.835823, 0.973444, 0.001157, -0.187485

-0.477103, 0.072245, 0.875873, 0.973444, 0.001157, -0.187485

-0.522634, 0.027568, 0.852111, 0.969938, -0.156387, -0.089982

-0.407454, 0.049316, 0.911893, 0.969938, -0.156387, -0.089982

-0.448157, -0.074976, 0.890805, 0.961028, -0.269725, 0.068371

-0.416697, 0.004601, 0.909034, 0.961028, -0.269725, 0.068371

-0.511801, -0.082484, 0.855135, 0.961028, -0.269725, 0.068371

-0.343902, -0.255768, 0.903501, 0.915127, -0.402566, 0.193747

-0.324442, -0.320367, 0.890001, 0.915127, -0.402566, 0.193747

-0.293959, -0.408526, 0.864115, 0.915127, -0.402566, 0.193747

-0.108990, -0.477008, 0.872115, 0.800614, -0.599200, 0.240562

-0.325121, -0.575341, 0.750520, 0.800614, -0.599200, 0.240562

-0.154705, -0.598648, 0.785931, 0.800614, -0.599200, 0.240562

-0.209583, -0.511458, 0.833358, 0.479582, -0.877431, 0.347331

-0.174247, -0.548342, 0.817899, 0.479582, -0.877431, 0.347331

-0.189865, -0.520411, 0.832540, 0.497319, -0.866312, 0.376454

-0.146020, -0.467785, 0.871697, 0.497319, -0.866312, 0.376454

-0.392381, -0.498134, 0.773240, 0.497319, -0.866312, 0.376454

-0.251745, -0.428738, 0.867645, 0.491971, -0.861260, 0.449201

-0.192222, -0.429346, 0.882447, 0.491971, -0.861260, 0.449201

-0.209426, -0.396231, 0.893947, 0.491971, -0.861260, 0.449201

-0.246693, -0.382607, 0.890368, 0.475409, -0.849010, 0.540199

-0.135794, -0.380299, 0.914840, 0.475409, -0.849010, 0.540199

-0.195963, -0.391563, 0.899042, 0.475409, -0.849010, 0.540199

-0.120995, -0.101382, 0.987462, 0.476205, -0.822109, 0.605949

-0.155619, -0.295138, 0.942696, 0.476205, -0.822109, 0.605949

-0.184900, -0.247034, 0.951203, 0.522825, -0.764315, 0.646619

-0.234551, -0.263520, 0.935705, 0.486440, -0.771500, 0.678613

-0.185060, -0.159170, 0.969751, 0.486440, -0.771500, 0.678613

-0.211823, -0.234416, 0.948778, 0.522792, -0.716297, 0.707591

-0.260615, -0.312479, 0.913475, 0.522792, -0.716297, 0.707591

-0.252267, -0.344403, 0.904294, 0.522792, -0.716297, 0.707591

-0.276384, -0.283064, 0.918415, 0.606538, -0.702901, 0.620659

-0.423644, -0.292784, 0.857207, 0.606538, -0.702901, 0.620659

-0.333253, -0.421398, 0.843426, 0.606538, -0.702901, 0.620659

-0.478341, -0.251637, 0.841349, 0.689748, -0.702390, 0.440830

-0.632727, -0.281583, 0.721366, 0.689748, -0.702390, 0.440830

-0.545394, -0.322013, 0.773856, 0.736823, -0.674086, 0.219752

-0.457791, -0.369040, 0.808849, 0.736823, -0.674086, 0.219752

-0.558270, -0.317036, 0.766696, 0.736823, -0.674086, 0.219752

-0.555274, -0.288936, 0.779863, 0.774611, -0.595718, 0.042983

-0.558254, -0.288276, 0.777978, 0.774611, -0.595718, 0.042983

-0.593124, -0.273981, 0.757059, 0.774611, -0.595718, 0.042983

-0.530172, -0.358038, 0.768587, 0.803990, -0.521321, -0.052149

-0.574416, -0.285777, 0.767058, 0.803990, -0.521321, -0.052149

-0.635284, -0.268865, 0.723965, 0.803990, -0.521321, -0.052149

-0.554065, -0.367643, 0.746894, 0.831250, -0.454247, -0.108136

-0.596997, -0.369282, 0.712198, 0.831250, -0.454247, -0.108136

-0.651275, -0.258341, 0.713512, 0.834681, -0.417661, -0.157350

-0.674357, -0.304308, 0.672784, 0.834681, -0.417661, -0.157350

-0.704876, -0.291152, 0.646823, 0.834681, -0.417661, -0.157350

-0.755006, -0.152993, 0.637620, 0.825658, -0.337114, -0.274079

-0.798927, -0.059944, 0.598433, 0.825658, -0.337114, -0.274079

-0.823184, -0.152705, 0.546854, 0.825658, -0.337114, -0.274079

-0.840953, -0.022707, 0.540632, 0.796357, -0.224250, -0.418090

-0.830122, -0.008054, 0.557524, 0.796357, -0.224250, -0.418090

-0.862280, 0.035425, 0.505192, 0.768862, -0.130813, -0.512919

-0.885950, 0.017438, 0.463453, 0.768862, -0.130813, -0.512919

-0.904826, 0.079849, 0.418228, 0.768862, -0.130813, -0.512919

-0.894628, 0.160029, 0.417171, 0.752626, 0.011099, -0.595891

-0.883147, 0.294584, 0.365064, 0.752626, 0.011099, -0.595891

-0.892921, 0.264971, 0.363982, 0.752626, 0.011099, -0.595891

-0.894653, 0.303824, 0.327545, 0.710323, 0.144479, -0.674607

-0.891476, 0.368112, 0.264130, 0.710323, 0.144479, -0.674607

-0.853790, 0.468197, 0.227671, 0.710323, 0.144479, -0.674607

-0.889941, 0.431874, 0.146596, 0.627934, 0.256165, -0.760751

-0.864294, 0.485474, 0.131568, 0.627934, 0.256165, -0.760751

-0.807646, 0.575908, 0.126643, 0.545362, 0.285707, -0.823167

-0.780785, 0.618509, 0.088444, 0.545362, 0.285707, -0.823167

-0.766035, 0.640931, 0.048968, 0.545362, 0.285707, -0.823167

-0.750743, 0.660553, -0.007415, 0.505776, 0.360145, -0.847867

-0.738380, 0.671168, -0.065787, 0.505776, 0.360145, -0.847867

-0.687563, 0.713413, -0.135275, 0.505776, 0.360145, -0.847867

-0.673029, 0.708909, -0.210903, 0.454557, 0.395563, -0.875459

-0.669504, 0.688368, -0.279130, 0.454557, 0.395563, -0.875459

-0.630450, 0.703171, -0.328761, 0.400299, 0.448441, -0.897429

-0.585368, 0.732826, -0.346857, 0.400299, 0.448441, -0.897429

-0.585578, 0.722504, -0.367541, 0.400299, 0.448441, -0.897429

-0.559554, 0.711238, -0.425488, 0.374448, 0.484698, -0.903427

-0.570282, 0.708766, -0.415246, 0.374448, 0.484698, -0.903427

-0.582641, 0.708486, -0.398217, 0.374448, 0.484698, -0.903427

-0.570965, 0.710366, -0.411556, 0.342162, 0.472257, -0.919996

-0.519103, 0.747064, -0.415244, 0.342162, 0.472257, -0.919996

-0.538337, 0.724061, -0.431196, 0.298038, 0.467228, -0.937927

-0.525481, 0.606784, -0.596391, 0.294838, 0.468801, -0.938829

-0.473110, 0.608801, -0.636811, 0.294838, 0.468801, -0.938829

-0.514495, 0.590555, -0.621724, 0.331069, 0.497015, -0.919916

