0.002818, 0.001651, 0.005659, -0.048857, 0.020603, 0.998593, 0.468959, 1.117851, -0.001910

-0.001710, 0.002450, -0.001485, -0.044274, 0.015741, 0.998895, 0.644407, 1.682846, 0.004018

0.000820, -0.001412, -0.006892, -0.046682, 0.020524, 0.998699, 0.856783, 2.081491, 0.018933

0.001486, 0.001517, -0.005347, -0.055492, 0.013836, 0.998363, 0.830229, 2.519484, 0.024025

-0.001843, 0.002716, 0.002956, -0.047400, 0.021809, 0.998638, 1.000512, 2.595385, 0.028103

0.000287, 0.002582, -0.006313, -0.046616, 0.017531, 0.998759, 1.002533, 2.622898, 0.035383

0.000021, 0.000319, -0.000520, -0.049508, 0.017517, 0.998620, 1.003499, 2.708472, 0.036018

0.001353, -0.000214, -0.002258, -0.050752, 0.020576, 0.998499, 1.072865, 2.788934, 0.042006

0.003350, 0.004979, -0.000520, -0.046305, 0.015757, 0.998803, 1.001430, 2.729251, 0.039242

0.001619, -0.000480, 0.001990, -0.043716, 0.018537, 0.998872, 1.024158, 2.640351, 0.038127

-0.000512, 0.003648, 0.000832, -0.048019, 0.020660, 0.998633, 1.089108, 2.680978, 0.040089

-0.000379, 0.000185, -0.000520, -0.048942, 0.013671, 0.998708, 0.967626, 2.730484, 0.034925

-0.000512, 0.003381, -0.000906, -0.050244, 0.014754, 0.998628, 0.919781, 2.786390, 0.033566

-0.004906, 0.000052, 0.009134, -0.042159, 0.019699, 0.998917, 1.008903, 2.638445, 0.027057

-0.001044, 0.000186, 0.001025, -0.048339, 0.016777, 0.998690, 0.991446, 2.691161, 0.025014

-0.001577, -0.000613, 0.006624, -0.044680, 0.021500, 0.998770, 1.089599, 2.639874, 0.021924

-0.003841, -0.001945, -0.011912, -0.045343, 0.015766, 0.998847, 1.020506, 2.625440, 0.032224

0.000287, 0.001384, -0.003802, -0.049256, 0.020755, 0.998571, 1.088444, 2.702914, 0.039720

-0.000778, 0.000185, -0.000327, -0.044991, 0.020637, 0.998774, 1.127459, 2.652998, 0.041871

-0.003042, 0.000984, 0.002956, -0.045072, 0.014682, 0.998876, 1.016651, 2.624066, 0.033204

0.000554, 0.004713, 0.005273, -0.049958, 0.015672, 0.998628, 0.968709, 2.714577, 0.024870

-0.001843, -0.003943, -0.003223, -0.045023, 0.015666, 0.998863, 0.942919, 2.665408, 0.027325

0.000420, -0.000880, 0.005079, -0.045889, 0.019606, 0.998754, 1.014845, 2.652421, 0.024887

0.002018, -0.001679, -0.003416, -0.042846, 0.014604, 0.998975, 0.941785, 2.575561, 0.025606

-0.002110, -0.000480, -0.002644, -0.044282, 0.017749, 0.998861, 0.974818, 2.561041, 0.030013

-0.003974, -0.000880, 0.000252, -0.050748, 0.019583, 0.998519, 1.038843, 2.701198, 0.032477

0.002018, -0.000480, 0.000638, -0.048118, 0.017705, 0.998685, 1.027223, 2.724498, 0.031316

-0.002909, -0.000081, 0.005079, -0.049717, 0.037033, 0.998077, 1.469304, 2.774927, 0.046554

0.005081, 0.003115, 0.006045, -0.048543, 0.012579, 0.998742, 1.164068, 2.774569, 0.025051

-0.015026, -0.001679, -0.001485, -0.049211, 0.028215, 0.998390, 1.363245, 2.794936, 0.035634

-0.001044, 0.001917, -0.001292, -0.045801, 0.011628, 0.998883, 1.085970, 2.724843, 0.023651

0.000154, 0.000319, 0.007203, -0.050861, 0.018630, 0.998532, 1.078548, 2.800844, 0.015051

-0.002642, 0.002183, -0.002837, -0.049950, 0.013678, 0.998658, 0.964208, 2.823193, 0.012493

0.000420, 0.000585, 0.000445, -0.049222, 0.012742, 0.998707, 0.870412, 2.821810, 0.007377

0.001219, -0.000214, 0.002762, -0.051659, 0.011638, 0.998597, 0.787787, 2.877851, 0.000180

0.006280, -0.004209, 0.271730, -0.058616, 0.016890, 0.998138, 0.837040, 3.080099, -0.307790

0.000554, 0.001251, 0.371169, -0.050665, 0.013614, 0.998623, 0.791358, 3.014330, -0.734874

-0.000778, -0.001546, 0.416158, -0.044890, 0.024047, 0.998703, 1.003066, 2.847028, -1.200249

0.004282, -0.004875, 0.399745, -0.048807, 0.008667, 0.998771, 0.773063, 2.839934, -1.668757

0.000820, -0.001546, 0.622179, -0.041267, 0.013724, 0.999054, 0.743461, 2.661205, -2.382132

0.004149, 0.001917, 0.667941, -0.043883, 0.009643, 0.998990, 0.627297, 2.609725, -3.151795

0.011739, -0.001412, 0.736486, -0.043769, 0.032428, 0.998515, 1.068695, 2.583537, -3.974195

-0.003441, 0.004979, 0.800011, -0.044334, 0.005715, 0.999000, 0.734958, 2.575276, -4.905155

0.000953, -0.002744, 0.827043, -0.037031, -0.002391, 0.999311, 0.343755, 2.406180, -5.868756

0.002285, -0.004875, 0.734748, -0.041854, -0.012334, 0.999048, -0.114693, 2.410578, -6.729083

0.001220, 0.004180, 0.656742, -0.051097, -0.006271, 0.998674, -0.247092, 2.610759, -7.486718

-0.004640, 0.003515, 0.714860, -0.044174, -0.005345, 0.999010, -0.302615, 2.571213, -8.307764

-0.004107, 0.003381, 0.726252, -0.047745, -0.013242, 0.998772, -0.518467, 2.627550, -9.149117

0.001752, 0.006178, 0.678946, -0.055217, -0.004237, 0.998465, -0.447455, 2.829021, -9.922748

-0.000645, 0.001384, 0.795377, -0.059753, -0.034050, 0.997632, -1.096203, 3.054018, -10.866371

0.003484, 0.003781, 0.861026, -0.046221, -0.012366, 0.998855, -0.996434, 2.869773, -11.846001

-0.006370, 0.000585, 0.842876, -0.039146, -0.004388, 0.999224, -0.737279, 2.604037, -12.798490

-0.007036, 0.000585, 0.906787, -0.051208, -0.018330, 0.998520, -0.903270, 2.720991, -13.844501

0.002285, 0.001384, 0.929185, -0.039254, -0.044931, 0.998219, -1.624125, 2.507660, -14.940681

-0.001710, 0.000985, 0.953900, -0.045577, -0.038135, 0.998233, -1.895527, 2.514840, -16.044231

0.007878, -0.000480, 0.974367, -0.043516, -0.021183, 0.998828, -1.680928, 2.472286, -17.149374

-0.001710, -0.004741, 0.927640, -0.043582, -0.027189, 0.998680, -1.676134, 2.456818, -18.210960

-0.011830, -0.002078, 0.890954, -0.051810, 0.005707, 0.998641, -0.906958, 2.641757, -19.197001

-0.000645, 0.002849, 0.930343, -0.047739, -0.014238, 0.998758, -0.919468, 2.659314, -20.262388

-0.012629, -0.001146, 0.898484, -0.029987, -0.047706, 0.998411, -1.675830, 2.261261, -21.323915

0.011873, -0.005008, 0.864501, -0.018111, -0.049975, 0.998586, -2.199854, 1.744218, -22.331322

0.011473, 0.003914, 0.810051, -0.051134, -0.062625, 0.996726, -2.802507, 2.174030, -23.278503

