0.107631, 5.130134, 2.062714

0.122168, 5.135156, 2.010622

0.061478, 4.778708, 2.092725

-0.049905, 4.615236, 2.154679

-0.118933, 4.508632, 2.195424

-0.100355, 4.756025, 2.161850

-0.122531, 4.941167, 2.122844

-0.078199, 5.049875, 2.098287

-0.083003, 5.036790, 2.084642

0.140313, 4.961515, 1.995536

0.296572, 4.841847, 1.935937

0.394143, 4.777018, 1.878509

0.512508, 4.829314, 1.788245

0.588942, 4.873299, 1.704277

0.612296, 4.898970, 1.630631

0.521243, 4.767777, 1.643219

0.485131, 4.669163, 1.644918

0.404466, 4.588564, 1.629007

0.323989, 4.554493, 1.613174

-0.036257, 4.961441, 1.642371

-0.278788, 5.201754, 1.654702

-0.365073, 5.332750, 1.672145

-0.306516, 5.068485, 1.732878

-0.289451, 4.956087, 1.783041

-0.338209, 4.886251, 1.827393

-0.380521, 4.890731, 1.844758

-0.376325, 4.957375, 1.852060

-0.360284, 4.991659, 1.865772

-0.297450, 4.981686, 1.899466

-0.262368, 4.949718, 1.924631

-0.318432, 4.963044, 1.944014

-0.310337, 4.986533, 1.957150

-0.229852, 4.913169, 1.960996

-0.193416, 4.917203, 1.965810

-0.217638, 4.945455, 1.970147

0.000844, 4.677673, 1.910193

0.190753, 4.541104, 1.861587

0.339038, 4.442841, 1.833205

0.417466, 4.638665, 1.746342

0.487406, 4.727445, 1.668683

0.532470, 4.702904, 1.608238

0.580847, 4.772970, 1.565362

0.219177, 4.859900, 1.633089

-0.021530, 4.910008, 1.684079

-0.159976, 4.952245, 1.739944

-0.111117, 5.083251, 1.691788

-0.022469, 5.210683, 1.655110

0.055332, 5.267752, 1.637628

-0.016742, 4.793461, 1.738329

-0.070343, 4.505651, 1.814337

-0.080834, 4.351877, 1.872258

-0.035185, 4.209810, 1.926975

0.173550, 4.454774, 1.813414

0.350502, 4.583821, 1.724247

0.430061, 4.648950, 1.645541

0.317200, 4.830107, 1.642168

0.202504, 4.963337, 1.642037

0.090233, 5.007175, 1.634123

0.165239, 4.715652, 1.651465

0.255619, 4.482568, 1.658951

0.253564, 4.381254, 1.666826

0.251209, 4.278615, 1.668397

0.074035, 4.473978, 1.688994

-0.070365, 4.623349, 1.704623

-0.148815, 4.735754, 1.714015

-0.063252, 4.957822, 1.664323

-0.087092, 5.100433, 1.629574

-0.055921, 5.207624, 1.598595

-0.117897, 4.853265, 1.679844

-0.139557, 4.665733, 1.750334

-0.221847, 4.480177, 1.813983

-0.236230, 4.411244, 1.857092

-0.169983, 4.679303, 1.790051

-0.140684, 4.820969, 1.739948

-0.032921, 4.863294, 1.706259

-0.019279, 4.811330, 1.691228

-0.022575, 4.804892, 1.684155

0.072954, 4.807473, 1.675136
